Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.2,s13a.b.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
8022,633,Deodorant F,1,4,0,3,4,5,5,3,5,3,2,5,4,4,1,1,4,5,1,2,4,4,5,3,1,5,1,4,1,3,0,,1,0,0,,0,,0,,1,,0,0,0,4,5,2,3,2,5,1,4,1,3,5,2,1,0,0,3
8023,633,Deodorant F,1,4,0,5,3,3,3,3,5,2,5,2,5,5,5,5,3,4,1,4,5,5,1,2,4,4,4,3,5,2,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,3,3,7,4,2,4,1,4,4,2,2,0,0,6
8024,633,Deodorant F,1,4,1,3,5,3,5,3,2,2,3,1,1,5,1,4,5,5,3,4,5,3,3,4,3,5,1,3,2,0,0,,0,0,0,,0,,0,,0,,0,0,0,1,3,1,2,1,8,4,4,1,2,3,1,1,0,0,4
8025,633,Deodorant F,1,1,1,5,1,5,5,2,3,3,5,5,4,3,2,5,5,5,2,4,4,2,2,5,4,3,2,3,2,0,0,,0,0,0,,0,,0,,0,,0,0,0,4,1,3,3,5,9,4,4,1,3,3,2,1,0,0,1
8026,633,Deodorant F,1,4,0,3,1,1,5,4,5,3,4,4,2,4,1,1,2,4,3,4,5,3,5,1,1,2,3,3,3,0,0,,0,0,0,,0,,0,,0,,0,0,0,5,1,3,3,6,8,2,4,1,2,10,2,3,0,0,3
8027,633,Deodorant F,0,5,0,3,3,4,5,5,5,1,5,3,3,5,3,1,2,1,2,4,5,1,3,3,4,5,3,5,4,4,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,3,3,6,8,2,4,1,3,4,2,1,0,0,6
8028,633,Deodorant F,0,6,0,4,2,4,3,2,4,1,3,5,1,5,2,2,3,4,1,4,5,1,4,3,3,4,4,5,4,3,0,,0,0,0,,0,,0,,0,,0,0,0,1,5,2,1,5,5,2,4,1,4,7,2,5,0,0,5
8029,633,Deodorant F,1,2,3,3,1,4,3,3,5,1,4,5,5,4,4,5,4,4,1,5,4,1,3,2,5,3,2,5,5,0,0,,0,0,0,,0,,0,,0,,0,0,0,5,5,3,3,4,10,6,4,1,3,7,1,1,0,0,3
8030,633,Deodorant F,1,4,0,3,3,5,5,2,5,1,5,5,2,4,5,5,2,4,5,5,4,2,2,3,3,5,5,4,4,2,1,,0,0,0,,0,,0,,0,,0,0,0,5,3,3,1,1,8,1,4,2,3,4,2,1,0,0,4
8031,633,Deodorant F,0,6,2,3,4,4,5,3,4,3,1,1,3,5,2,2,4,5,2,4,3,2,5,3,4,4,1,2,4,3,0,,0,0,0,,0,,0,,0,,0,0,0,4,5,2,3,7,8,2,4,1,4,8,2,1,0,0,6
8032,633,Deodorant F,0,5,3,4,1,5,5,2,5,3,4,1,3,3,3,4,4,4,4,4,2,1,3,4,5,5,2,1,5,1,0,,0,0,0,,0,,0,,0,,0,0,0,3,3,1,3,7,8,2,4,4,2,10,1,2,0,0,4
8033,633,Deodorant F,0,5,1,3,3,4,5,3,2,1,4,4,3,4,1,1,2,4,3,5,4,5,2,1,4,4,4,5,5,-1,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,3,1,5,3,6,4,1,4,2,1,5,0,0,3
8034,633,Deodorant F,0,7,0,3,2,5,4,3,2,3,5,5,5,4,5,3,1,4,1,4,5,3,5,1,4,4,5,1,2,3,0,,0,0,0,,0,,0,,1,,0,0,0,2,4,2,2,1,8,2,4,3,3,8,1,1,0,0,3
8035,633,Deodorant F,0,5,0,3,2,3,5,2,1,2,5,2,3,4,5,1,5,5,2,5,3,2,2,5,1,2,2,5,4,2,0,,0,0,0,,0,,0,,1,,0,0,0,4,1,3,3,5,9,2,4,2,2,2,1,1,0,0,3
8036,633,Deodorant F,0,5,2,2,2,4,2,1,3,2,2,4,5,4,3,5,2,5,1,5,4,1,2,3,4,3,5,5,3,3,0,,0,0,0,,0,,0,,1,,0,0,0,1,1,1,3,7,5,2,4,2,4,4,2,1,0,0,3
8037,633,Deodorant F,0,6,0,3,2,4,4,3,2,1,3,5,5,3,1,3,1,5,2,3,3,4,5,3,3,3,4,5,4,1,0,,0,0,0,,0,,0,,0,,0,0,0,5,1,3,1,6,1,6,4,1,3,10,2,3,0,0,2
8038,633,Deodorant F,1,2,1,3,5,5,2,1,3,4,4,4,2,2,4,1,3,4,5,4,3,2,2,4,5,4,3,4,4,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,5,3,3,3,3,6,4,3,3,5,1,1,0,0,3
8039,633,Deodorant F,0,5,1,5,2,1,4,2,4,3,2,3,4,2,5,5,4,3,4,5,5,2,3,2,3,1,5,1,5,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,1,3,3,5,5,7,4,1,3,4,1,1,0,0,4
8040,633,Deodorant F,0,5,1,3,4,4,2,2,5,2,5,5,2,5,5,2,3,4,1,3,4,1,3,1,2,5,3,4,1,2,0,,0,0,0,,0,,0,,0,,0,0,0,4,4,3,3,6,10,4,4,2,4,2,2,4,0,0,5
8041,633,Deodorant F,1,3,2,3,2,3,5,3,3,3,1,5,4,4,5,2,2,5,1,4,4,2,3,2,4,4,2,4,4,1,0,,0,0,0,,0,,0,,0,,0,0,0,1,4,2,3,5,8,2,4,2,3,5,1,3,0,0,6
8042,633,Deodorant F,0,7,1,3,1,5,3,1,5,1,3,5,3,5,1,1,1,2,3,5,2,1,3,1,3,5,2,3,3,3,0,,0,0,0,,0,,0,,0,,0,0,0,4,4,1,1,4,7,1,4,3,4,9,2,1,0,0,3
8043,633,Deodorant F,0,5,0,3,1,5,2,3,5,1,4,5,5,3,5,3,5,5,1,5,5,5,3,4,5,2,4,5,5,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,1,3,3,5,2,2,4,5,2,2,2,1,0,0,2
8044,633,Deodorant F,1,2,3,3,2,5,4,1,4,1,3,3,3,5,3,5,4,5,2,4,4,3,1,4,5,4,3,4,1,2,0,,0,0,0,,0,,0,,0,,0,0,0,5,5,1,3,6,9,2,4,1,3,2,2,2,0,0,3
8045,633,Deodorant F,1,4,1,3,1,5,5,1,4,4,2,5,4,5,4,2,4,4,1,2,3,2,3,4,1,3,5,2,3,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,3,3,3,7,1,3,4,1,3,2,2,1,0,0,6
8046,633,Deodorant F,0,6,0,3,2,3,4,2,5,3,1,5,5,3,3,4,3,5,1,4,1,3,5,3,5,4,5,4,5,0,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,3,3,6,7,7,4,2,5,10,2,1,0,0,6
8047,633,Deodorant F,0,6,1,3,1,3,3,1,5,1,4,5,5,2,5,1,3,5,4,5,2,3,2,4,5,3,4,4,4,1,0,,0,0,1,,0,,0,,0,,0,0,0,3,2,3,1,6,1,5,4,2,2,5,2,1,0,0,3
8048,633,Deodorant F,0,6,2,3,4,5,3,3,2,3,5,1,1,3,5,1,5,4,3,3,1,1,4,5,5,3,4,4,4,1,0,,0,0,0,,1,,0,,0,,0,0,0,5,3,3,3,4,8,2,4,3,2,4,2,1,0,0,6
8049,633,Deodorant F,0,7,3,3,5,1,4,1,1,1,5,4,4,5,4,4,5,5,1,3,4,1,1,3,4,5,5,1,4,1,0,,0,0,0,,0,,0,,0,,1,0,1,4,2,2,3,6,1,6,4,1,5,4,1,4,0,0,6
8050,633,Deodorant F,0,6,0,5,4,5,5,3,5,4,5,1,5,4,5,4,5,3,3,4,4,5,2,5,5,5,2,4,3,-2,0,,0,0,0,,0,,0,,0,,0,0,0,5,1,1,3,5,5,1,4,1,4,2,1,1,0,0,1
8051,633,Deodorant F,0,7,1,3,3,2,3,2,2,3,5,3,2,5,5,2,4,4,1,3,2,2,4,3,2,3,5,3,1,0,0,,0,0,0,,0,,0,,0,,0,0,0,5,5,3,1,1,10,1,4,1,4,4,1,1,0,0,5
8052,633,Deodorant F,0,6,2,3,4,3,4,1,4,2,1,5,3,3,1,1,5,4,2,4,5,3,3,3,5,5,4,2,4,0,0,,0,0,0,,0,,0,,0,,0,0,0,4,1,3,3,6,9,6,4,1,3,7,1,1,0,0,6
8053,633,Deodorant F,0,5,1,3,1,5,5,4,4,1,2,4,3,4,2,3,3,2,1,4,4,1,5,4,5,4,4,5,5,1,0,,0,0,0,,1,,0,,1,,0,0,0,1,1,3,3,1,1,2,4,1,3,9,2,1,0,0,6
8054,633,Deodorant F,1,3,3,3,4,5,5,3,1,2,5,4,4,5,3,2,4,5,1,5,2,3,3,3,3,5,4,5,4,1,0,,1,0,0,,0,,0,,0,,0,0,0,4,5,1,2,7,9,1,4,5,2,4,3,1,0,0,3
8055,633,Deodorant F,0,7,1,3,1,3,3,2,5,5,1,2,5,5,5,5,3,5,2,4,5,1,1,5,5,3,3,2,2,4,0,,0,0,0,,0,,0,,0,,0,0,0,2,4,3,1,7,9,3,4,1,3,10,1,1,0,0,2
8056,633,Deodorant F,1,3,0,2,4,1,5,2,3,3,1,5,4,4,5,1,4,5,5,5,4,4,2,5,3,5,3,5,4,2,0,,0,0,0,,0,,0,,0,,0,0,0,5,1,3,3,6,6,2,4,1,2,7,2,1,0,0,4
8057,633,Deodorant F,0,5,2,4,5,5,3,1,3,1,5,5,3,4,2,3,5,5,5,5,5,2,2,5,1,4,5,5,4,0,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,2,2,1,8,2,4,1,5,8,1,4,0,0,2
8058,633,Deodorant F,0,6,2,3,1,4,4,1,5,1,3,4,1,2,4,3,4,4,1,4,1,3,5,2,4,3,5,2,4,2,0,,0,0,0,,0,,1,,0,,0,0,0,3,2,3,3,3,8,2,4,1,3,5,5,1,0,0,2
8059,633,Deodorant F,0,6,0,5,4,4,3,1,1,1,5,1,4,2,5,2,3,4,2,3,2,2,3,5,4,5,4,4,4,0,0,,1,0,0,,0,,0,,0,,0,0,0,5,4,2,3,3,5,5,4,2,3,10,2,2,0,0,3
8060,633,Deodorant F,0,6,1,4,5,3,4,1,5,2,3,4,4,5,5,1,4,1,2,5,1,1,2,3,4,5,4,4,2,3,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,3,2,5,3,5,4,5,3,7,2,4,0,0,3
8061,633,Deodorant F,1,4,3,4,2,5,2,3,3,1,5,4,2,5,5,2,4,4,1,2,5,5,1,2,4,4,4,4,4,0,0,,0,0,0,,0,,0,,0,,0,0,0,4,5,3,3,5,5,2,4,1,5,5,1,1,0,0,4
8062,633,Deodorant F,0,6,1,4,1,5,4,3,5,2,1,4,5,4,1,1,5,5,1,2,4,1,1,4,5,5,4,4,3,1,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,2,2,3,9,6,4,4,3,3,2,2,0,0,5
8063,633,Deodorant F,0,7,1,5,2,5,5,3,5,1,3,1,4,4,3,1,4,3,3,4,5,4,5,2,4,5,3,4,4,3,0,,0,0,0,,1,,0,,0,,1,0,0,1,3,1,2,6,8,5,4,1,2,3,1,1,0,0,4
8064,633,Deodorant F,0,5,1,3,2,4,3,2,3,2,5,3,3,4,2,3,5,1,1,4,2,3,2,1,3,4,3,1,5,2,0,,0,0,0,,0,,0,,0,,0,0,0,2,2,3,3,5,9,4,4,1,3,2,2,2,0,0,2
8065,633,Deodorant F,1,3,2,4,3,4,1,2,2,4,5,5,4,4,5,5,3,5,4,4,5,4,3,3,4,4,3,2,4,1,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,1,3,4,8,3,4,1,2,4,2,2,0,0,3
8066,633,Deodorant F,0,5,0,3,5,4,4,1,5,2,3,2,3,1,2,5,5,3,3,4,4,1,2,2,4,4,1,5,3,1,0,,0,0,0,,0,,0,,0,,0,0,0,3,5,3,3,6,5,6,4,1,3,6,1,1,0,0,1
8067,633,Deodorant F,0,7,1,4,4,5,2,2,3,2,5,1,3,4,4,1,5,5,3,1,3,2,5,2,4,2,5,5,3,0,0,,0,0,0,,0,,0,,0,,0,0,0,5,5,2,2,7,6,4,4,3,5,8,2,1,0,0,4
8068,633,Deodorant F,1,4,1,3,2,4,4,1,2,1,5,5,4,5,3,1,3,4,5,5,5,2,4,2,2,4,3,1,4,5,0,,0,0,0,,0,,0,,0,,0,0,0,5,4,3,1,7,7,2,4,3,4,10,3,4,0,0,6
8069,633,Deodorant F,0,6,3,3,1,5,2,1,5,1,5,3,1,4,4,4,2,4,2,4,2,5,3,1,4,4,3,3,5,2,0,,1,0,1,,0,,0,,0,,0,0,0,5,1,3,1,3,8,1,4,1,3,3,3,1,0,0,5
8070,633,Deodorant F,0,6,2,2,1,5,2,1,5,4,4,5,5,5,5,4,3,5,5,5,3,2,3,1,2,5,4,3,3,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,5,1,1,3,1,2,4,1,4,3,2,1,0,0,3
8071,633,Deodorant F,0,6,2,3,4,5,3,1,3,5,4,4,5,5,5,2,5,5,3,5,2,5,4,2,3,5,5,5,5,1,0,,0,0,0,,1,,0,,0,,0,0,0,1,4,2,2,4,7,3,4,3,4,3,1,1,0,0,6
8072,633,Deodorant F,0,6,2,3,1,4,4,4,5,4,4,5,5,5,1,1,3,4,2,3,1,3,3,4,4,2,4,4,4,1,0,,0,0,0,,0,,0,,0,,0,0,0,3,2,3,3,5,8,5,4,4,3,2,3,2,0,0,2
8073,633,Deodorant F,1,4,0,3,5,4,5,5,3,2,4,1,3,5,5,2,4,3,2,5,5,1,1,3,3,4,5,2,4,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,4,1,1,6,5,7,4,1,3,3,1,1,0,0,5
8074,633,Deodorant F,0,5,1,3,2,4,5,1,3,4,5,4,1,2,2,2,1,4,1,2,3,2,2,4,4,5,4,2,5,0,0,,0,0,0,,0,,0,,0,,1,0,0,5,1,1,1,3,10,6,4,1,2,2,2,2,0,0,4
8075,633,Deodorant F,0,6,0,5,3,4,4,2,4,3,5,4,2,4,4,3,5,2,1,4,4,1,2,3,5,4,4,4,3,2,0,,0,0,0,,0,,0,,0,,0,0,0,5,1,3,3,6,10,5,4,1,4,3,1,4,0,0,4
8076,633,Deodorant F,1,2,2,3,3,5,5,3,5,1,5,5,3,5,3,3,4,4,1,5,5,2,5,1,3,4,4,1,4,3,0,,0,0,0,,0,,0,,0,,0,0,0,4,2,2,3,5,4,7,4,3,3,5,3,2,0,0,4
8077,633,Deodorant F,0,7,2,5,3,5,5,2,1,2,5,5,5,4,2,1,4,2,3,5,4,2,5,1,1,4,4,5,4,4,0,,1,0,0,,0,,0,,0,,0,0,0,4,3,2,2,4,9,3,4,3,3,4,1,1,0,0,2
8078,633,Deodorant F,1,4,1,3,1,1,4,2,3,1,3,5,2,4,1,2,4,5,1,5,1,4,2,5,1,4,4,3,4,2,0,,0,0,0,,0,,0,,0,,0,0,0,1,3,1,3,1,7,7,4,1,3,3,2,1,0,0,4
8079,633,Deodorant F,0,5,1,1,4,2,5,2,5,2,5,4,5,1,4,5,5,4,2,4,1,2,4,1,4,3,3,4,4,2,0,,0,0,0,,0,,0,,0,,0,0,0,4,3,3,3,7,8,2,4,1,3,4,2,2,0,0,2
8080,633,Deodorant F,0,6,0,3,5,5,3,2,1,2,4,4,5,3,5,1,2,5,2,2,5,2,1,1,4,4,4,5,2,3,0,,0,0,0,,0,,0,,0,,0,0,0,5,4,1,3,5,7,7,4,1,2,3,1,1,0,0,1
8081,633,Deodorant F,0,5,1,3,2,5,4,3,1,2,5,3,5,5,3,5,5,5,1,5,3,1,3,1,2,3,3,4,4,1,0,,0,0,1,,1,,0,,0,,0,0,0,4,5,3,3,1,3,1,4,2,4,3,1,1,0,0,6
8082,633,Deodorant F,0,7,2,3,2,3,3,1,3,1,5,5,5,4,2,5,3,5,2,4,1,5,3,3,2,4,3,5,5,1,0,,0,0,0,,0,,0,,0,,0,0,0,2,5,3,3,7,10,6,4,3,3,5,2,1,0,0,5
8083,633,Deodorant F,0,7,0,3,2,5,2,2,5,4,4,4,4,3,4,2,1,4,1,3,5,2,4,2,4,5,4,3,2,0,0,,0,0,0,,0,,0,,0,,0,0,0,4,2,3,2,6,6,2,4,2,3,5,2,1,0,0,1
8084,633,Deodorant F,0,5,2,4,2,5,4,2,5,1,4,3,5,3,2,2,5,5,4,4,5,1,2,3,1,4,3,3,1,1,0,,0,0,0,,0,,0,,0,,0,0,0,1,1,3,1,5,7,2,4,1,4,7,2,2,0,0,4
8085,633,Deodorant F,0,5,1,4,1,4,4,2,5,1,5,2,5,4,4,5,5,4,5,4,2,1,3,2,5,1,4,5,1,1,0,,1,0,0,,0,,0,,0,,0,0,0,3,2,1,2,7,1,2,4,3,5,6,1,1,0,0,2
8086,633,Deodorant F,0,6,1,1,1,3,2,1,4,2,5,4,4,5,4,4,4,4,3,3,3,3,5,2,5,3,5,2,4,2,0,,0,0,0,,0,,0,,0,,0,0,0,1,1,3,2,4,10,5,4,1,2,7,2,1,0,0,2
8087,633,Deodorant F,0,7,1,3,3,5,5,4,3,2,5,5,3,5,3,5,2,5,1,5,3,2,3,1,2,3,4,5,4,-2,0,,0,0,0,,0,,0,,0,,0,0,0,3,2,2,3,7,7,2,4,1,4,4,1,6,0,0,1
8088,633,Deodorant F,0,6,1,3,3,5,4,4,2,2,4,3,1,5,5,3,2,5,1,4,2,1,1,4,4,4,3,1,4,2,0,,0,0,0,,0,,0,,0,,0,0,0,2,3,3,1,1,8,5,4,1,2,3,2,1,0,0,3
8089,633,Deodorant F,1,4,3,3,1,5,4,4,1,2,2,1,3,5,4,2,5,2,3,3,4,3,3,1,2,5,5,2,4,-1,0,,0,0,0,,0,,0,,0,,0,0,0,5,4,1,3,6,10,2,4,3,6,2,1,1,0,0,5
8090,633,Deodorant F,1,4,2,3,4,4,5,1,4,2,5,4,5,4,3,1,4,4,4,3,4,1,2,3,5,3,2,4,4,0,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,1,3,6,8,5,4,2,6,4,1,1,0,0,5
8091,633,Deodorant F,1,3,0,3,1,5,1,1,4,3,5,5,4,4,2,2,1,5,1,5,5,2,3,5,3,3,3,4,4,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,1,1,3,6,9,2,4,2,4,8,3,6,0,0,6
8092,633,Deodorant F,0,6,1,3,3,4,5,2,5,1,5,1,5,4,5,3,5,5,1,2,4,2,5,2,1,4,4,5,2,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,4,3,3,6,9,2,4,1,4,4,2,1,0,0,3
8093,633,Deodorant F,0,6,1,4,1,4,3,1,2,5,5,4,5,5,2,4,4,2,2,5,2,1,2,2,5,5,4,3,1,1,0,,0,1,0,,0,,0,,0,,0,0,0,4,2,3,1,5,6,1,4,1,2,5,2,2,0,0,1
8094,633,Deodorant F,0,5,1,3,3,5,5,4,4,4,4,2,1,2,5,1,1,5,1,4,3,2,1,5,1,5,5,4,5,0,0,,1,0,0,,0,,0,,0,,0,0,0,3,1,2,1,7,9,2,4,2,4,4,1,6,0,0,1
8095,633,Deodorant F,0,6,0,3,3,4,5,1,4,1,3,5,5,3,1,4,3,4,2,3,4,2,2,5,2,4,3,1,1,1,0,,0,0,0,,1,,0,,0,,0,0,0,1,1,1,3,6,1,2,4,2,2,4,2,2,0,0,2
8096,633,Deodorant F,0,5,0,3,3,5,4,3,2,2,4,5,4,4,5,3,5,5,1,5,1,5,2,4,2,4,4,3,2,0,0,,0,0,0,,0,,0,,0,,0,0,0,2,5,3,1,2,7,5,4,1,3,3,1,2,0,0,5
8097,633,Deodorant F,0,5,2,3,5,5,4,2,5,3,3,5,4,4,1,4,5,5,2,1,3,1,5,2,5,5,4,4,1,2,1,,0,0,0,,0,,0,,0,,0,0,0,1,1,2,3,6,3,1,4,1,3,2,3,1,0,0,2
8098,633,Deodorant F,0,5,1,3,1,4,3,2,5,1,4,3,1,4,3,5,3,4,1,4,5,2,3,1,4,5,5,2,2,4,0,,0,0,0,,0,,0,,0,,0,0,0,3,3,1,3,7,7,2,4,1,2,10,2,2,0,0,2
8099,633,Deodorant F,1,2,1,3,4,4,1,1,5,1,4,3,3,5,3,1,3,5,5,4,4,1,4,1,3,3,5,5,2,0,0,,0,0,0,,0,,0,,0,,0,0,0,4,4,2,2,5,1,1,4,1,3,9,2,1,0,0,4
8100,633,Deodorant F,1,1,1,3,2,3,3,3,3,5,4,5,2,5,5,1,5,2,1,5,3,3,3,2,3,3,4,4,3,1,0,,0,0,0,,0,,0,,0,,0,0,0,5,1,3,2,7,6,5,4,3,3,3,2,1,0,0,6
8101,633,Deodorant F,0,7,2,3,4,2,4,1,5,4,5,2,4,1,4,5,1,5,1,3,4,1,5,5,4,2,1,5,3,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,1,3,3,6,4,5,4,3,5,2,1,2,0,0,2
8102,633,Deodorant F,0,5,2,3,4,3,4,3,5,3,3,4,1,4,4,2,5,5,4,4,2,1,2,4,5,1,1,4,3,2,1,,0,0,0,,0,,0,,0,,0,0,0,5,1,1,3,2,3,7,4,1,3,4,1,1,0,0,2
8103,633,Deodorant F,1,4,3,5,4,3,5,2,5,2,3,5,4,5,5,3,5,4,4,5,1,5,3,4,4,5,5,4,2,3,0,,0,0,1,,0,,0,,0,,0,0,0,5,2,1,3,6,9,1,4,3,2,2,1,1,0,0,2
8104,633,Deodorant F,0,5,1,3,1,3,3,4,5,1,4,1,4,4,5,1,1,4,3,5,5,1,3,4,5,4,1,4,5,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,1,3,3,4,8,7,4,1,3,7,2,5,0,0,5
8105,633,Deodorant F,0,5,1,5,4,5,3,3,3,2,5,5,2,5,5,1,5,5,1,2,1,5,2,3,2,4,4,5,3,4,0,,0,0,0,,0,,0,,0,,0,0,0,4,3,3,2,5,7,2,4,1,4,3,2,1,0,0,2
8106,633,Deodorant F,0,5,2,3,5,4,4,4,5,3,2,5,2,5,5,3,4,5,1,5,5,1,3,4,5,4,2,3,4,0,0,,0,0,0,,0,,0,,0,,0,0,0,2,4,1,3,5,2,2,4,3,4,4,2,2,0,0,2
8107,633,Deodorant F,1,4,2,3,2,3,4,2,4,2,5,4,4,5,1,3,5,4,1,5,5,5,2,5,4,5,4,4,4,2,0,,0,0,0,,0,,0,,0,,0,0,0,3,4,3,3,7,7,3,4,1,3,7,3,1,0,0,5
8108,633,Deodorant F,0,7,1,4,5,5,4,2,2,3,5,5,4,5,1,3,4,1,2,4,5,2,3,1,5,4,3,4,5,3,0,,0,0,1,,0,,0,,0,,0,0,0,5,3,2,3,5,4,1,4,2,5,4,2,4,0,0,3
8109,633,Deodorant F,0,5,0,3,2,5,3,1,4,3,3,5,3,5,5,4,3,5,3,5,1,1,4,3,3,2,1,4,5,3,0,,0,0,0,,0,,1,,0,,0,0,0,5,3,2,3,5,6,2,4,3,4,7,1,1,0,0,2
8110,633,Deodorant F,0,6,3,5,2,2,5,2,5,5,4,5,4,5,1,5,3,2,1,4,5,1,3,2,2,5,4,4,3,2,0,,0,0,0,,0,,0,,0,,0,0,0,4,3,1,3,7,9,2,4,1,4,8,2,2,0,0,3
8111,633,Deodorant F,0,6,2,4,2,3,3,1,3,1,4,3,4,2,1,1,3,4,5,3,5,3,1,5,5,5,3,2,5,3,0,,0,0,0,,0,,0,,0,,0,0,0,4,3,3,2,7,4,2,4,1,2,7,1,1,0,0,6
8112,633,Deodorant F,1,3,0,3,2,4,1,2,4,2,5,3,2,2,4,3,4,3,2,5,4,4,2,4,3,3,2,3,4,1,0,,0,0,0,,0,,0,,0,,0,0,0,2,4,3,2,7,7,7,4,1,4,2,2,4,0,0,4
8113,633,Deodorant F,1,4,1,3,4,2,5,2,5,3,1,5,5,4,4,5,4,4,1,5,4,1,3,1,5,3,3,1,5,1,0,,0,0,0,,0,,0,,0,,0,0,0,4,4,3,2,7,6,3,4,3,3,2,2,1,0,0,3
8114,633,Deodorant F,0,6,2,5,3,1,3,3,4,3,4,4,5,4,5,1,5,5,1,3,5,1,1,4,4,3,4,3,3,0,0,,0,0,0,,0,,0,,0,,0,0,0,4,4,1,3,5,4,2,4,1,2,10,2,1,0,0,2
8115,633,Deodorant F,0,5,2,4,1,5,5,2,2,2,3,5,4,5,4,3,5,5,4,4,4,5,5,1,4,3,5,4,4,4,0,,0,0,0,,0,,0,,0,,0,0,0,5,3,1,2,4,7,2,4,3,3,7,1,5,0,0,3
8116,633,Deodorant F,0,6,2,4,5,5,3,2,5,3,3,4,2,4,4,3,4,4,4,4,4,4,1,5,1,2,2,4,2,2,0,,0,0,0,,0,,0,,0,,0,0,0,2,3,1,1,1,3,7,4,1,4,5,3,1,0,0,6
8117,633,Deodorant F,0,7,4,3,1,3,3,1,3,2,3,3,3,4,3,5,3,4,2,5,5,2,5,2,3,5,4,5,3,2,0,,0,0,0,,0,,0,,0,,0,0,0,3,2,2,3,7,2,2,4,1,5,9,2,1,0,0,3
8118,633,Deodorant F,0,6,0,4,1,4,5,3,4,2,2,1,4,4,5,4,5,1,3,2,5,2,4,3,3,2,3,5,5,3,0,,0,0,1,,1,,0,,0,,0,0,0,2,3,3,1,1,10,3,4,1,2,10,1,6,0,0,2
8119,633,Deodorant F,0,5,1,3,5,5,1,1,4,3,4,2,5,5,1,2,5,2,1,2,4,2,5,3,4,3,5,3,3,0,0,,0,0,0,,0,,0,,0,,0,0,1,4,2,3,1,6,10,5,4,1,2,2,2,6,0,0,3
8120,633,Deodorant F,0,5,2,3,1,1,4,1,5,3,2,5,1,4,5,1,5,5,3,4,4,2,3,1,5,3,4,5,5,0,0,,0,0,0,,0,,0,,0,,1,0,0,5,1,3,3,2,7,2,4,1,4,10,2,1,0,0,4
8121,633,Deodorant F,1,1,1,3,3,3,4,2,1,2,1,4,5,1,4,1,4,1,5,4,5,2,3,2,5,4,1,3,4,0,0,,0,0,0,,0,,0,,0,,0,0,1,5,4,3,1,4,7,5,4,2,3,4,2,1,0,0,2
8122,633,Deodorant F,0,6,1,4,2,2,5,3,1,2,3,5,4,5,5,5,2,1,1,5,3,2,5,3,4,3,5,4,3,3,0,,0,0,0,,0,,0,,1,,0,0,0,1,3,2,2,6,7,7,4,2,4,4,2,1,0,0,2
8123,633,Deodorant F,0,5,1,4,5,3,4,4,5,2,1,1,4,5,4,1,4,4,1,3,5,5,4,1,5,5,5,3,2,2,0,,0,0,0,,0,,0,,0,,1,0,0,5,2,2,3,5,5,1,4,3,2,3,2,3,0,0,6
8124,633,Deodorant F,0,5,2,3,5,5,3,3,1,3,5,3,1,2,3,4,5,5,5,4,3,1,2,3,2,3,3,5,3,1,0,,0,0,0,,0,,0,,0,,0,0,0,1,1,1,3,5,9,7,4,2,2,2,1,1,0,0,2
